GET	/api/products	200	80	2020-06-20
GET	/api/products	401	315	2020-06-20
POST	/api/products	401	14	2020-06-20
POST	/api/products	400	299	2020-06-20
POST	/api/products	201	76	2020-06-20
OPTIONS	//api/products/	401	5	2020-06-20
OPTIONS	//api/products/	401	1	2020-06-20
OPTIONS	//api/products/	401	1	2020-06-20
OPTIONS	//api/products/	401	0	2020-06-20
OPTIONS	//api/products/	401	1	2020-06-20
OPTIONS	//api/products/	401	1	2020-06-20
OPTIONS	//api/products/	401	1	2020-06-20
OPTIONS	//api/products/	401	1	2020-06-20
OPTIONS	/api/products/	401	1	2020-06-20
OPTIONS	/api/products/	401	3	2020-06-20
OPTIONS	/api/products/	401	3	2020-06-20
OPTIONS	/api/products/	401	1	2020-06-20
OPTIONS	/api/products/	401	11	2020-06-20
OPTIONS	/api/products/	401	4	2020-06-20
OPTIONS	/api/products/	401	0	2020-06-20
