2020/04/26 10:25:49 INFO  [http-nio-8080-exec-1] - METHOD:GET URI:/api/products STATUS:200 RESPONSE_TIME:57 TOKEN:Bearer YzA0YjFkZjctOTE4My00OTc1LTgwZGEtZmM5ZDc2YTgwOWQ2
2020/04/26 10:30:20 INFO  [http-nio-8080-exec-8] - METHOD:GET URI:/api/products/23/images STATUS:405 RESPONSE_TIME:17 TOKEN:Bearer YzA0YjFkZjctOTE4My00OTc1LTgwZGEtZmM5ZDc2YTgwOWQ2
2020/04/26 10:35:58 INFO  [http-nio-8080-exec-4] - METHOD:GET URI:/api/products/23/imagesvvv STATUS:404 RESPONSE_TIME:25 TOKEN:Bearer YzA0YjFkZjctOTE4My00OTc1LTgwZGEtZmM5ZDc2YTgwOWQ2
2020/04/26 10:37:37 INFO  [http-nio-8080-exec-9] - METHOD:GET URI:/api/products/23/images STATUS:405 RESPONSE_TIME:9 TOKEN:Bearer YzA0YjFkZjctOTE4My00OTc1LTgwZGEtZmM5ZDc2YTgwOWQ2
2020/04/26 10:38:18 INFO  [http-nio-8080-exec-10] - METHOD:GET URI:/api/products/23/images STATUS:405 RESPONSE_TIME:4 TOKEN:Bearer YzA0YjFkZjctOTE4My00OTc1LTgwZGEtZmM5ZDc2YTgwOWQ2
2020/04/26 10:39:32 INFO  [http-nio-8080-exec-5] - METHOD:PATCH URI:/api/products/23/images STATUS:200 RESPONSE_TIME:118 TOKEN:Bearer YzA0YjFkZjctOTE4My00OTc1LTgwZGEtZmM5ZDc2YTgwOWQ2
2020/04/26 10:43:03 INFO  [http-nio-8080-exec-4] - METHOD:PATCH URI:/api/products/23/images STATUS:415 RESPONSE_TIME:23 TOKEN:Bearer YzA0YjFkZjctOTE4My00OTc1LTgwZGEtZmM5ZDc2YTgwOWQ2
2020/04/26 11:09:21 INFO  [http-nio-8080-exec-4] - METHOD:GET URI:/api/products/23/images/dadada STATUS:404 RESPONSE_TIME:20 TOKEN:Bearer YzA0YjFkZjctOTE4My00OTc1LTgwZGEtZmM5ZDc2YTgwOWQ2
2020/04/26 11:12:36 INFO  [http-nio-8080-exec-10] - METHOD:GET URI:/api/products/23/images/ STATUS:405 RESPONSE_TIME:118 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:13:50 INFO  [http-nio-8080-exec-7] - METHOD:GET URI:/api/products/23/ STATUS:200 RESPONSE_TIME:133 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
2020/04/26 11:14:26 INFO  [http-nio-8080-exec-8] - METHOD:GET URI:/api/products/23/ STATUS:200 RESPONSE_TIME:11 TOKEN:Bearer MjNiZjUxNTYtNTRjNC00ZmJhLTgxZTgtNDZhNzgwNDc0MzQ3
